episode,reward,epsilon,violations,scenario
115,279.66613595969625,0.17322187600244493,0,city_stop_go
116,368.6707061820955,0.17062354786240824,0,mixed_urban
117,417.5618397753866,0.16806419464447211,0,mixed_urban
118,144.28111105967892,0.16554323172480503,0,overtaking
119,425.6237079703754,0.16306008324893295,0,mixed_urban
120,295.5878347718292,0.16061418200019895,0,city_stop_go
121,236.0806552302217,0.15820496927019595,0,highway_cruise
122,207.7906166755538,0.155831894731143,0,highway_cruise
123,252.54982936790427,0.15349441631017585,0,city_stop_go
124,146.8370002727124,0.15119200006552322,47,mountain_climb
125,298.6379368732261,0.14892412006454037,0,city_stop_go
126,372.673967714295,0.14669025826357227,0,mixed_urban
127,224.01889309894818,0.14448990438961867,0,highway_cruise
128,334.653040145672,0.1423225558237744,0,city_stop_go
129,201.88786517651727,0.14018771748641778,0,highway_cruise
130,292.63203372577794,0.13808490172412152,0,city_stop_go
131,335.62702734742663,0.1360136281982597,0,city_stop_go
132,360.50964344349654,0.13397342377528582,0,mixed_urban
133,317.63335684160637,0.13196382241865653,0,city_stop_go
134,167.0506452274093,0.12998436508237668,0,highway_cruise
135,159.354058837406,0.12803459960614103,0,overtaking
136,199.0573480955238,0.1261140806120489,0,highway_cruise
137,383.6060970915242,0.12422236940286817,0,mixed_urban
138,155.41284284820216,0.12235903386182514,0,overtaking
139,310.62168423487003,0.12052364835389777,0,city_stop_go
140,112.89328057563573,0.1187157936285893,48,mountain_climb
141,154.46313697267146,0.11693505672416046,0,overtaking
142,132.45936407446501,0.11518103087329805,0,overtaking
143,283.6480383613266,0.11345331541019858,0,city_stop_go
144,126.86298851998728,0.11175151567904561,41,mountain_climb
145,57.890655119592765,0.11007524294385992,44,mountain_climb
146,424.42047118654705,0.10842411429970203,0,mixed_urban
147,150.40266934767078,0.1067977525852065,0,overtaking
148,-29.154568030969543,0.10519578629642841,32,mountain_climb
149,435.50513131322265,0.10361784950198198,0,mixed_urban
150,207.84733003517505,0.10206358175945225,35,mountain_climb
151,159.36621333642148,0.10053262803306047,0,overtaking
152,224.85436825659787,0.09902463861256457,33,mountain_climb
153,132.43464332184482,0.09753926903337609,0,overtaking
154,337.6414155887256,0.09607617999787545,0,city_stop_go
155,202.0384379222461,0.09463503729790732,0,highway_cruise
156,395.5499926582697,0.0932155117384387,0,mixed_urban
157,265.64872723012945,0.09181727906236212,0,city_stop_go
158,274.68159741817334,0.09044001987642668,0,city_stop_go
159,215.02236796893462,0.08908341957828028,0,highway_cruise
160,194.87557400101088,0.08774716828460608,40,mountain_climb
161,184.99301321503654,0.08643096076033699,0,highway_cruise
162,315.62833486912285,0.08513449634893193,0,city_stop_go
163,321.6253449279192,0.08385747890369795,0,city_stop_go
164,324.64243589288606,0.08259961672014247,0,city_stop_go
165,211.79757242928747,0.08136062246934034,21,mountain_climb
166,154.28991718053106,0.08014021313230023,0,overtaking
167,394.53392329652166,0.07893810993531572,0,mixed_urban
168,153.2613464821401,0.07775403828628598,0,overtaking
169,436.5483533947262,0.07658772771199168,0,mixed_urban
170,415.60569607510837,0.0754389117963118,0,mixed_urban
171,412.59345400632105,0.07430732811936713,0,mixed_urban
172,235.03752115432204,0.07319271819757663,0,highway_cruise
173,236.9293270903124,0.07209482742461297,0,highway_cruise
174,240.9290793566334,0.07101340501324377,0,highway_cruise
175,348.6297952554037,0.06994820393804511,0,city_stop_go
176,247.07012838034373,0.06889898087897443,0,highway_cruise
177,420.6030712076516,0.06786549616578981,0,mixed_urban
178,104.88278012604056,0.06684751372330296,50,mountain_climb
179,343.56225874359393,0.06584480101745341,0,city_stop_go
180,-161.1421752880057,0.06485712900219161,45,mountain_climb
181,395.66221651816863,0.06388427206715873,0,mixed_urban
182,318.53091294058544,0.06292600798615135,0,city_stop_go
183,238.11473728082993,0.06198211786635908,0,highway_cruise
184,352.57139286465423,0.06105238609836369,0,city_stop_go
185,315.5961299446084,0.060136600306888235,0,city_stop_go
186,422.5822838258922,0.05923455130228491,0,mixed_urban
187,101.42344363634463,0.058346033032750634,0,overtaking
188,158.4236762932831,0.05747084253725938,0,overtaking
189,164.4158270386927,0.05660877989920048,0,overtaking
190,251.0631591924585,0.055759648200712476,0,highway_cruise
191,251.07399120880734,0.054923253477701786,0,highway_cruise
192,254.0603040827749,0.054099404675536256,0,highway_cruise
193,176.4035877034455,0.05328791360540321,0,overtaking
194,181.89171061059193,0.05248859490132216,46,mountain_climb
195,392.5891005108082,0.05170126597780233,0,mixed_urban
196,124.431801964953,0.05092574698813529,0,overtaking
197,450.59783766280026,0.05016186078331326,0,mixed_urban
198,169.4091454236153,0.05,0,overtaking
199,-83.92050056610007,0.05,65,mountain_climb
200,161.4196945709492,0.05,0,overtaking
201,74.90387585392763,0.05,46,mountain_climb
202,351.57249228938554,0.05,0,city_stop_go
203,107.11408232825394,0.05,0,highway_cruise
204,346.5597664125859,0.05,0,city_stop_go
205,181.40410564708486,0.05,0,overtaking
206,113.03317055594181,0.05,0,highway_cruise
207,207.88301835145162,0.05,41,mountain_climb
208,154.4398702369913,0.05,0,overtaking
209,236.03502893946413,0.05,0,highway_cruise
210,172.40609526747224,0.05,0,overtaking
211,193.88403909764418,0.05,0,highway_cruise
212,245.0717322099752,0.05,0,highway_cruise
213,339.55356771805,0.05,0,city_stop_go
214,254.06799214831403,0.05,0,highway_cruise
215,167.4051791666066,0.05,0,overtaking
216,453.6663097694017,0.05,0,mixed_urban
217,467.62761192059736,0.05,0,mixed_urban
218,346.54302288652224,0.05,0,city_stop_go
219,216.87582622494983,0.05,41,mountain_climb
220,425.66226404646727,0.05,0,mixed_urban
221,355.5741842447752,0.05,0,city_stop_go
222,236.06560583702364,0.05,0,highway_cruise
223,155.4447597238021,0.05,0,overtaking
224,257.0519005162853,0.05,0,highway_cruise
225,162.42196129318302,0.05,0,overtaking
226,209.88632398541475,0.05,43,mountain_climb
227,290.6494050134802,0.05,0,city_stop_go
228,351.5708555142556,0.05,0,city_stop_go
229,418.5494566101837,0.05,0,mixed_urban
230,304.57065697806354,0.05,0,city_stop_go
231,-9.184947366152056,0.05,28,mountain_climb
232,469.57599678257236,0.05,0,mixed_urban
233,107.08791207516084,0.05,0,highway_cruise
234,357.55591440136266,0.05,0,city_stop_go
235,143.1831286520503,0.05,0,highway_cruise
236,230.02815784382665,0.05,0,highway_cruise
237,321.5396598343326,0.05,0,city_stop_go
238,175.40533736258647,0.05,0,overtaking
239,236.07566040244504,0.05,0,highway_cruise
240,452.55388564141185,0.05,0,mixed_urban
241,348.512978794274,0.05,0,city_stop_go
242,424.4736794003409,0.05,0,mixed_urban
243,245.05918183425143,0.05,0,highway_cruise
244,251.0685861440973,0.05,0,highway_cruise
245,439.5434155766059,0.05,0,mixed_urban
246,254.04908582362853,0.05,0,highway_cruise
247,336.5002661946568,0.05,0,city_stop_go
248,254.0695493355014,0.05,0,highway_cruise
249,424.43343651831174,0.05,0,mixed_urban
250,350.55230855606084,0.05,0,mixed_urban
251,293.54863836110405,0.05,0,city_stop_go
252,429.5173173141458,0.05,0,mixed_urban
253,175.40408937434017,0.05,0,overtaking
254,251.0520893129298,0.05,0,highway_cruise
255,460.55777528877485,0.05,0,mixed_urban
256,254.05971069540658,0.05,0,highway_cruise
257,443.540944371051,0.05,0,mixed_urban
258,414.56113259149066,0.05,0,mixed_urban
259,290.53984932653117,0.05,0,city_stop_go
260,254.0467900695633,0.05,0,highway_cruise
261,459.549940749004,0.05,0,mixed_urban
262,165.40732701482136,0.05,0,overtaking
263,200.88572411953447,0.05,41,mountain_climb
264,226.7105868804916,0.05,4,mountain_climb
265,352.51461993455234,0.05,0,city_stop_go
266,332.5292353228992,0.05,0,city_stop_go
267,161.3564111392576,0.05,0,overtaking
268,184.0586591115989,0.05,0,highway_cruise
269,344.512090214491,0.05,0,city_stop_go
270,121.42129030516094,0.05,0,overtaking
271,439.58042674569356,0.05,0,mixed_urban
272,423.56195807610294,0.05,0,mixed_urban
273,185.89041235716317,0.05,46,mountain_climb
274,336.51080780688505,0.05,0,city_stop_go
275,319.56205728900795,0.05,0,city_stop_go
276,294.5591985222335,0.05,0,city_stop_go
277,200.03034383704733,0.05,0,highway_cruise
278,413.597229293777,0.05,0,mixed_urban
279,395.6076540644407,0.05,0,mixed_urban
280,175.4045833519548,0.05,0,overtaking
281,307.57313944301194,0.05,0,city_stop_go
282,203.06306392663348,0.05,0,highway_cruise
283,279.5642873150043,0.05,0,city_stop_go
284,293.5501388587616,0.05,0,city_stop_go
285,-104.78235910677628,0.05,66,mountain_climb
286,408.6520727671462,0.05,0,mixed_urban
287,340.5382184675093,0.05,0,city_stop_go
288,357.5136585018585,0.05,0,city_stop_go
289,329.51453747608383,0.05,0,city_stop_go
290,191.8407373907379,0.05,34,mountain_climb
291,162.45443404880524,0.05,0,overtaking
292,127.8696024690616,0.05,36,mountain_climb
293,169.40276078482714,0.05,0,overtaking
294,331.4808072309536,0.05,0,city_stop_go
295,309.5007261025896,0.05,0,city_stop_go
296,92.90086611722262,0.05,46,mountain_climb
297,300.5589208463608,0.05,0,city_stop_go
298,170.35327770206092,0.05,0,overtaking
299,413.5803051662665,0.05,0,mixed_urban
300,73.492820162406,0.05,0,overtaking
301,10.863807835978442,0.05,33,mountain_climb
302,410.5279009365813,0.05,0,mixed_urban
303,-27.19047117575198,0.05,28,mountain_climb
304,271.54761252537816,0.05,0,city_stop_go
305,427.65011276334985,0.05,0,mixed_urban
306,166.42055412015768,0.05,0,overtaking
307,297.55682058417244,0.05,0,city_stop_go
308,172.4287255792415,0.05,0,overtaking
309,421.6991416173991,0.05,0,mixed_urban
310,128.2073616175239,0.05,0,highway_cruise
311,233.07810136548972,0.05,0,highway_cruise
312,355.57566297175924,0.05,0,mixed_urban
313,131.44984902960903,0.05,0,overtaking
314,126.48447349191392,0.05,0,overtaking
315,236.08664970537626,0.05,0,highway_cruise
316,214.98854389044155,0.05,0,highway_cruise
317,260.0677242339552,0.05,0,highway_cruise
318,175.8717971932637,0.05,48,mountain_climb
319,218.09093336129212,0.05,0,highway_cruise
320,134.44596297440134,0.05,0,overtaking
321,404.573297157094,0.05,0,mixed_urban
322,260.0553531106458,0.05,0,highway_cruise
323,197.87404820145957,0.05,40,mountain_climb
324,188.8730659209385,0.05,43,mountain_climb
325,171.34852020966912,0.05,0,overtaking
326,171.4053559827266,0.05,0,overtaking
327,409.55243489012304,0.05,0,mixed_urban
328,364.5210694340431,0.05,0,mixed_urban
329,249.529956978686,0.05,0,city_stop_go
330,340.54329292074124,0.05,0,city_stop_go
331,157.40835683402887,0.05,0,overtaking
332,175.40510555811005,0.05,0,overtaking
333,87.81719972108554,0.05,53,mountain_climb
334,348.54613944469753,0.05,0,city_stop_go
335,35.784292903214975,0.05,13,mountain_climb
336,98.79769786842887,0.05,19,mountain_climb
337,139.4600896784057,0.05,0,overtaking
338,151.4530802609713,0.05,0,overtaking
339,82.89642208818358,0.05,45,mountain_climb
340,164.0233093686888,0.05,0,highway_cruise
341,182.40572899986108,0.05,0,overtaking
342,200.00487994209644,0.05,0,highway_cruise
343,347.55372763976357,0.05,0,city_stop_go
344,-78.55991590766337,0.05,64,mountain_climb
345,154.4400655869768,0.05,0,overtaking
346,-74.48181130777178,0.05,62,mountain_climb
347,92.89934549546814,0.05,46,mountain_climb
348,410.5215733169424,0.05,0,mixed_urban
349,330.53092352035884,0.05,0,mixed_urban
350,320.51082098236066,0.05,0,city_stop_go
351,418.4098973314011,0.05,0,mixed_urban
352,157.4094835621906,0.05,0,overtaking
353,334.5282258140855,0.05,0,city_stop_go
354,115.79972343523116,0.05,19,mountain_climb
355,177.88891386964698,0.05,45,mountain_climb
356,461.5518532478399,0.05,0,mixed_urban
357,194.88325448829576,0.05,43,mountain_climb
358,480.4917801023863,0.05,0,mixed_urban
359,217.00239611956454,0.05,0,highway_cruise
360,178.88248953518195,0.05,44,mountain_climb
361,258.6440002589601,0.05,13,mountain_climb
362,175.33085878018096,0.05,0,overtaking
363,182.88455940526097,0.05,43,mountain_climb
364,388.535072317199,0.05,0,mixed_urban
365,323.5291671709597,0.05,0,city_stop_go
366,346.4997741491999,0.05,0,city_stop_go
367,135.38999583794265,0.05,0,overtaking
368,454.54277672862463,0.05,0,mixed_urban
369,220.01385622793106,0.05,0,highway_cruise
370,126.38084196471436,0.05,0,overtaking
371,263.054306273361,0.05,0,highway_cruise
372,339.5132181890501,0.05,0,city_stop_go
373,174.40418522233486,0.05,0,overtaking
374,226.87589449661408,0.05,39,mountain_climb
375,437.52254431773486,0.05,0,mixed_urban
376,204.98446266249763,0.05,0,highway_cruise
377,211.06661648325772,0.05,0,highway_cruise
378,171.40454399374187,0.05,0,overtaking
379,175.40405729679821,0.05,0,overtaking
380,392.4618133782319,0.05,0,mixed_urban
381,199.88286771765019,0.05,41,mountain_climb
382,184.8593322400954,0.05,35,mountain_climb
383,161.20277161576246,0.05,0,overtaking
384,341.5410906492643,0.05,0,mixed_urban
385,443.5347711619962,0.05,0,mixed_urban
386,418.5855289515605,0.05,0,mixed_urban
387,197.88842983868017,0.05,43,mountain_climb
388,-29.149662552161843,0.05,48,mountain_climb
389,445.42186468460227,0.05,0,mixed_urban
390,76.01593399239502,0.05,0,highway_cruise
391,398.5428666214862,0.05,0,mixed_urban
392,174.34271590080368,0.05,0,overtaking
393,313.5180966794805,0.05,0,city_stop_go
394,67.04513671001453,0.05,0,highway_cruise
395,57.907052075344794,0.05,45,mountain_climb
396,352.7119048298761,0.05,0,mixed_urban
397,458.6321425106587,0.05,0,mixed_urban
398,101.435422439469,0.05,0,overtaking
399,167.3676715291012,0.05,0,overtaking
400,79.80384983242715,0.05,19,mountain_climb
401,151.1768069152018,0.05,0,highway_cruise
402,132.40969487377015,0.05,0,overtaking
403,211.87788101586958,0.05,39,mountain_climb
404,348.54786695391766,0.05,0,city_stop_go
405,354.5015216651924,0.05,0,city_stop_go
406,352.5177799084203,0.05,0,city_stop_go
407,449.5537526195472,0.05,0,mixed_urban
408,-35.122809705808564,0.05,54,mountain_climb
409,477.54598523861887,0.05,0,mixed_urban
410,492.5425499216626,0.05,0,mixed_urban
411,178.33924241900246,0.05,0,overtaking
412,166.32386463839987,0.05,0,overtaking
413,489.5511008652003,0.05,0,mixed_urban
414,478.55118751844964,0.05,0,mixed_urban
415,214.11281334846785,0.05,0,highway_cruise
416,-94.77987986183959,0.05,68,mountain_climb
417,437.518144071185,0.05,0,mixed_urban
418,105.42539967171702,0.05,0,overtaking
419,271.5112928767816,0.05,0,city_stop_go
420,-6.162608839587499,0.05,34,mountain_climb
421,103.92023082668128,0.05,0,highway_cruise
422,107.0812170908522,0.05,0,highway_cruise
423,340.5106962167858,0.05,0,city_stop_go
424,323.52343275651884,0.05,0,city_stop_go
425,415.4854675438538,0.05,0,mixed_urban
426,141.65610397312375,0.05,15,mountain_climb
427,197.87805153197297,0.05,40,mountain_climb
428,458.4779617440916,0.05,0,mixed_urban
429,198.98545867958288,0.05,0,highway_cruise
430,408.5353977595049,0.05,0,mixed_urban
431,220.05123547585342,0.05,0,highway_cruise
432,220.8837786792695,0.05,41,mountain_climb
433,392.5058759511913,0.05,0,mixed_urban
434,311.51783430587517,0.05,0,city_stop_go
435,450.5005168657922,0.05,0,mixed_urban
436,275.5167307018365,0.05,0,city_stop_go
437,42.82106737495311,0.05,31,mountain_climb
438,349.519631880588,0.05,0,mixed_urban
439,172.40348467505268,0.05,0,overtaking
440,223.85141989623477,0.05,32,mountain_climb
441,176.39477111092916,0.05,0,overtaking
442,361.50766479412556,0.05,0,mixed_urban
443,248.60572437126532,0.05,0,city_stop_go
444,233.53214129929097,0.05,0,city_stop_go
445,186.95857675482776,0.05,0,highway_cruise
446,178.33367144292004,0.05,0,overtaking
447,214.8822227134447,0.05,41,mountain_climb
448,256.5558305421673,0.05,0,city_stop_go
449,173.27810757491946,0.05,0,overtaking
450,4.857853963998822,0.05,51,mountain_climb
451,89.90359452273805,0.05,43,mountain_climb
452,278.59611962905404,0.05,0,city_stop_go
453,471.61276581229293,0.05,0,mixed_urban
454,345.5400687531859,0.05,0,city_stop_go
455,354.5429071585975,0.05,0,city_stop_go
456,421.63006252655214,0.05,0,mixed_urban
457,61.13693497962506,0.05,0,highway_cruise
458,218.87892694724516,0.05,41,mountain_climb
459,435.5248483957643,0.05,0,mixed_urban
460,189.9444057974903,0.05,0,highway_cruise
461,477.5562399747941,0.05,0,mixed_urban
462,245.08614502881434,0.05,0,highway_cruise
463,353.5400833621093,0.05,0,city_stop_go
464,471.5832534039009,0.05,0,mixed_urban
465,178.8920994367977,0.05,49,mountain_climb
466,431.59916793578304,0.05,0,mixed_urban
467,354.5419595304946,0.05,0,city_stop_go
468,430.59056559123223,0.05,0,mixed_urban
469,273.69065486153517,0.05,3,mountain_climb
470,247.09414639600513,0.05,0,highway_cruise
471,163.87747598766725,0.05,46,mountain_climb
472,354.5382275679667,0.05,0,city_stop_go
473,348.52566342939303,0.05,0,city_stop_go
474,211.09519212598306,0.05,0,highway_cruise
475,223.9414971392222,0.05,0,highway_cruise
476,168.88061976968388,0.05,45,mountain_climb
477,403.55036075103635,0.05,0,mixed_urban
478,180.02783578096265,0.05,0,highway_cruise
479,342.4363210169154,0.05,0,mixed_urban
480,160.2991786419306,0.05,0,overtaking
481,181.88452196850363,0.05,44,mountain_climb
482,153.3611609358103,0.05,0,overtaking
483,151.06073152335222,0.05,0,highway_cruise
484,327.53269661509415,0.05,0,city_stop_go
485,131.41530665883653,0.05,0,overtaking
486,157.29716708037006,0.05,0,overtaking
487,346.5401834769698,0.05,0,city_stop_go
488,252.07065012509165,0.05,0,highway_cruise
489,253.05965980110105,0.05,0,highway_cruise
490,200.89181221877215,0.05,44,mountain_climb
491,-71.3995499583581,0.05,57,mountain_climb
492,91.0345410611716,0.05,0,highway_cruise
493,109.04764911563163,0.05,0,highway_cruise
494,108.40236686901477,0.05,0,overtaking
495,319.5382926542957,0.05,0,city_stop_go
496,252.7652069841462,0.05,0,mixed_urban
497,120.48925823894618,0.05,0,overtaking
498,-65.1693936619719,0.05,23,mountain_climb
499,314.5227204597434,0.05,0,city_stop_go
500,339.5078519001539,0.05,0,mixed_urban
501,172.90893127300194,0.05,0,highway_cruise
502,-68.23324383746682,0.05,59,mountain_climb
503,-8.153816006559973,0.05,47,mountain_climb
504,167.4038305349673,0.05,0,overtaking
505,342.6080337068305,0.05,0,city_stop_go
506,328.66263454556486,0.05,0,city_stop_go
507,150.27947899433153,0.05,0,overtaking
508,160.3997896601138,0.05,0,overtaking
509,163.21295378776563,0.05,0,overtaking
510,-135.17517174980424,0.05,50,mountain_climb
511,26.137487911411533,0.05,0,highway_cruise
512,-40.1752059920362,0.05,48,mountain_climb
513,210.84892456348274,0.05,32,mountain_climb
514,232.83658302848983,0.05,33,mountain_climb
515,396.4738787168807,0.05,0,mixed_urban
516,170.85702193457567,0.05,35,mountain_climb
517,399.39563503024374,0.05,0,mixed_urban
518,279.5623970965569,0.05,0,city_stop_go
519,333.5151861180946,0.05,0,city_stop_go
520,143.44382641649128,0.05,0,overtaking
521,436.444641916351,0.05,0,mixed_urban
522,358.32152539189224,0.05,0,mixed_urban
523,-62.04503615692336,0.05,64,mountain_climb
524,162.36183951674684,0.05,0,overtaking
525,130.48134979190027,0.05,0,overtaking
526,160.3846424697741,0.05,0,mountain_climb
527,420.48837944394865,0.05,0,mixed_urban
528,113.40214487898577,0.05,0,mountain_climb
529,143.39856787005334,0.05,0,mountain_climb
530,259.5135214310541,0.05,0,city_stop_go
531,330.47598913151376,0.05,0,mixed_urban
532,426.54917834305706,0.05,0,mixed_urban
533,169.45070326485083,0.05,0,overtaking
534,342.58566703342495,0.05,0,city_stop_go
535,443.54722882662753,0.05,0,mixed_urban
536,336.6516145732735,0.05,0,city_stop_go
537,444.55056381227524,0.05,0,mixed_urban
538,341.661503017774,0.05,0,city_stop_go
539,445.5271505710883,0.05,0,mixed_urban
540,138.98139373789226,0.05,0,highway_cruise
541,389.39316708820485,0.05,0,mixed_urban
542,407.3984849920414,0.05,0,mixed_urban
543,461.5572428083719,0.05,0,mixed_urban
544,151.4105955400492,0.05,0,mountain_climb
545,469.5871323209519,0.05,0,mixed_urban
546,346.6496326125391,0.05,0,city_stop_go
547,339.6437594938509,0.05,0,city_stop_go
548,338.64359974665865,0.05,0,city_stop_go
549,82.00440492198534,0.05,0,highway_cruise
550,130.42672610402792,0.05,0,mountain_climb
551,165.41907134838468,0.05,0,overtaking
552,120.39634596725554,0.05,0,mountain_climb
553,144.44627586037805,0.05,0,overtaking
554,118.39373022761512,0.05,0,mountain_climb
555,325.6332475808894,0.05,0,city_stop_go
556,76.98952737227256,0.05,0,highway_cruise
557,106.43016484105584,0.05,0,mountain_climb
558,203.06472642920613,0.05,0,highway_cruise
559,214.87897329904456,0.05,39,mountain_climb
560,340.6467841735028,0.05,0,city_stop_go
561,423.6802264047798,0.05,0,mixed_urban
562,316.6522929450083,0.05,0,city_stop_go
563,424.6629923568889,0.05,0,mixed_urban
564,170.89454120317535,0.05,46,mountain_climb
565,141.45141420922724,0.05,0,overtaking
566,132.45488224843263,0.05,0,overtaking
567,168.4230335514516,0.05,0,overtaking
568,191.12046699460095,0.05,0,highway_cruise
569,336.66116178634803,0.05,0,city_stop_go
570,182.88613929457028,0.05,43,mountain_climb
571,333.64527976484635,0.05,0,city_stop_go
572,139.4930431143018,0.05,0,overtaking
